order_id,customer_id,order_date,status,region_code
O001269,C00462,2025-02-27 06:41:41,RETURNED,NORTH
O001270,C00703,2025-01-26 19:52:21,PLACED,SOUTH
O001271,C00230,2024-12-02 07:01:45,SHIPPED,SOUTH
O001272,C00435,2025-06-15 10:47:35,SHIPPED,EAST
O001273,C00164,2026-02-10 17:10:02,RETURNED,SOUTH
O001274,C00362,2024-07-17 17:33:43,CANCELLED,EAST
O001275,C00007,2025-11-24 02:49:11,CANCELLED,SOUTH
O001276,C00030,2026-06-24 09:02:35,DELIVERED,SOUTH
O001277,C00739,2025-06-27 06:16:31,SHIPPED,SOUTH
O001278,C00838,2026-04-24 11:57:58,CANCELLED,SOUTH
O001279,C00164,2025-09-13 11:05:23,SHIPPED,SOUTH
O001280,C00711,2024-08-08 11:20:46,DELIVERED,EAST
O001281,C00437,2025-04-10 23:20:04,CANCELLED,EAST
O001282,C00015,2026-06-27 07:48:37,DELIVERED,WEST
O001283,C00622,2024-12-17 02:29:29,PLACED,SOUTH
O001284,C00860,2025-08-28 21:29:50,DELIVERED,EAST
O001285,C00902,2025-04-07 13:46:03,RETURNED,EAST
O001286,C00632,2025-04-07 02:11:53,CANCELLED,NORTH
O001287,C00435,2026-02-25 20:56:48,DELIVERED,SOUTH
O001288,C00569,2024-08-11 08:21:20,SHIPPED,EAST
O001289,C00610,2025-10-19 08:29:36,SHIPPED,SOUTH
O001290,C00470,2026-04-01 17:05:48,DELIVERED,WEST
O001291,C00282,2026-03-31 10:42:23,DELIVERED,EAST
O001292,C00059,2025-12-25 21:02:04,RETURNED,EAST
O001293,C00204,2026-06-23 02:11:16,CANCELLED,SOUTH
O001294,C00625,2024-09-16 18:41:03,DELIVERED,EAST
O001295,C00345,2025-04-16 21:01:29,CANCELLED,WEST
O001296,C00005,2026-03-30 13:57:19,DELIVERED,SOUTH
O001297,C00541,2025-05-11 00:48:35,DELIVERED,EAST
O001298,,2025-06-01 16:16:44,DELIVERED,WEST
O001299,C00292,2025-07-08 22:23:15,DELIVERED,SOUTH
O001300,C00191,2025-11-25 02:59:11,DELIVERED,NORTH
O001301,C00876,2025-12-29 14:31:28,SHIPPED,WEST
O001302,C00460,2025-06-14 13:12:35,SHIPPED,SOUTH
O001303,C00680,2025-01-20 00:19:53,DELIVERED,NORTH
O001304,C00980,2025-09-02 14:52:54,SHIPPED,EAST
O001305,C00366,2025-11-06 15:13:28,SHIPPED,SOUTH
O001306,C00782,2024-12-16 19:31:41,DELIVERED,SOUTH
O001307,C00895,2026-03-28 09:29:37,CANCELLED,EAST
O001308,C00166,2026-04-03 17:30:57,DELIVERED,EAST
O001309,C00967,2025-02-28 16:46:52,PLACED,WEST
O001310,C00563,2025-06-07 02:59:24,DELIVERED,NORTH
O001311,C00327,2025-07-23 04:38:02,DELIVERED,EAST
O001312,C00647,2024-11-07 18:42:43,RETURNED,EAST
O001313,C00321,2026-05-22 20:20:11,CANCELLED,SOUTH
O001314,C00645,2024-10-15 19:04:18,SHIPPED,EAST
O001315,C00561,2024-09-09 16:03:06,DELIVERED,SOUTH
O001316,C00010,2025-01-07 03:23:09,SHIPPED,NORTH
O001317,C00672,17-12-2024 19:29:46,DELIVERED,NORTH
O001318,C00239,2025-12-10 07:33:50,SHIPPED,WEST
O001319,,2024-12-30 04:16:16,SHIPPED,NORTH
O001320,C00570,2026-01-05 07:14:57,DELIVERED,EAST
O001321,C00197,2026-02-09 09:03:04,DELIVERED,SOUTH
O001322,C00071,2024-10-08 10:05:01,DELIVERED,NORTH
O001323,C00532,2025-08-17 20:14:12,DELIVERED,SOUTH
O001324,C00668,2026-06-01 08:59:23,CANCELLED,WEST
O001325,C00791,2025-09-20 22:05:49,DELIVERED,EAST
O001326,,2025-12-02 11:28:01,DELIVERED,SOUTH
O001327,C00293,2026-01-19 07:43:55,CANCELLED,SOUTH
O001328,C00936,2026-06-22 13:53:43,DELIVERED,EAST
O001329,C00770,2025-12-03 02:46:18,DELIVERED,SOUTH
O001330,C00273,2025-03-07 00:59:25,DELIVERED,NORTH
O001331,C00116,2026-07-11 15:54:44,PLACED,WEST
O001332,C00899,2024-10-13 01:48:30,DELIVERED,EAST
O001333,C00798,2025-03-08 00:38:25,DELIVERED,SOUTH
O001334,C00616,2026-05-02 13:19:51,RETURNED,WEST
O001335,C00031,2026-03-25 03:15:46,CANCELLED,NORTH
O001336,C00499,2025-06-17 07:52:56,DELIVERED,EAST
O001337,C00087,2026-06-27 01:04:04,DELIVERED,WEST
O001338,C00910,2024-09-20 05:38:33,DELIVERED,EAST
O001339,C00736,2026-06-12 10:13:25,DELIVERED,NORTH
O001340,C00895,2026-02-12 18:45:38,CANCELLED,EAST
O001341,C00548,2026-07-13 21:05:45,DELIVERED,NORTH
O001342,C00848,2025-12-26 02:19:16,RETURNED,WEST
O001343,,2026-02-23 12:17:46,SHIPPED,WEST
O001344,C00310,2025-11-26 15:57:12,DELIVERED,EAST
O001345,,2025-11-06 02:46:16,SHIPPED,SOUTH
O001346,C00170,2026-02-19 03:13:59,DELIVERED,NORTH
O001347,C00370,2025-09-05 18:36:08,DELIVERED,NORTH
O001348,C00852,2026-03-12 09:38:22,DELIVERED,NORTH
O001349,C00709,2025-05-21 02:39:15,DELIVERED,WEST
O001350,C00792,2024-12-25 01:16:48,SHIPPED,WEST
O001351,C00454,2024-07-24 05:09:05,RETURNED,WEST
O001352,C00726,2025-11-19 05:46:57,PLACED,EAST
O001353,C00265,2026-01-09 20:54:45,CANCELLED,SOUTH
O001354,,2026-06-23 03:29:29,SHIPPED,NORTH
O001355,C00831,2026-01-10 17:33:45,RETURNED,SOUTH
O001356,C00973,2026-05-18 21:44:21,DELIVERED,WEST
O001357,C00031,2026-07-13 13:51:12,DELIVERED,WEST
O001358,C00244,2026-03-14 01:34:08,DELIVERED,EAST
O001359,C00662,2025-05-14 00:36:50,SHIPPED,WEST
O001360,C00878,2025-01-01 13:16:40,DELIVERED,SOUTH
O001361,C00377,2025-11-06 10:42:51,PLACED,NORTH
O001362,C00390,2025-02-25 06:57:30,DELIVERED,WEST
O001363,C00067,2025-08-17 10:01:26,PLACED,NORTH
O001364,C00793,2026-02-18 05:54:32,DELIVERED,EAST
O001365,C00678,2026-02-05 12:10:38,DELIVERED,SOUTH
O001366,C00790,2026-07-11 19:18:52,PLACED,EAST
O001367,C00271,2026-03-25 21:42:40,DELIVERED,WEST
O001368,C00403,2026-04-29 14:27:19,DELIVERED,SOUTH
O001369,C00534,2025-02-12 20:05:39,SHIPPED,WEST
O001370,C00266,2025-10-26 22:58:18,DELIVERED,NORTH
O001371,C00925,2024-08-25 18:17:40,SHIPPED,SOUTH
O001372,C00601,18-11-2025 16:00:53,RETURNED,NORTH
O001373,C00097,2024-10-15 20:45:23,CANCELLED,NORTH
O001374,C00079,2026-01-13 09:51:39,SHIPPED,SOUTH
O001375,C00615,2024-12-18 03:24:33,PLACED,SOUTH
O001376,C00483,2025-12-30 02:32:44,DELIVERED,NORTH
O001377,C00326,2024-10-16 14:17:27,PLACED,NORTH
O001378,C00292,2025-06-28 04:37:55,DELIVERED,NORTH
O001379,C00415,2024-08-31 18:32:21,PLACED,SOUTH
O001380,C00805,2024-10-27 08:06:55,SHIPPED,WEST
O001381,C00105,2026-01-29 16:27:47,SHIPPED,EAST
O001382,C00341,2025-12-08 10:37:12,CANCELLED,EAST
O001383,C00313,2026-04-08 06:11:38,DELIVERED,WEST
O001384,C00143,2026-04-19 21:17:50,DELIVERED,WEST
O001385,C00898,2026-04-21 06:36:50,SHIPPED,EAST
O001386,C00349,2025-08-16 10:10:53,DELIVERED,EAST
O001387,C00680,2024-12-13 13:57:05,PLACED,NORTH
O001388,C00818,2024-08-14 03:10:10,SHIPPED,SOUTH
O001389,C00764,2025-12-09 12:51:20,DELIVERED,WEST
O001390,C00223,2025-07-19 01:40:48,DELIVERED,EAST
O001391,C00844,2025-05-31 18:29:07,DELIVERED,SOUTH
O001392,C00540,2025-11-08 14:10:36,DELIVERED,WEST
O001393,C00734,2026-02-01 20:48:32,DELIVERED,SOUTH
O001394,C00606,2026-03-16 22:09:39,DELIVERED,EAST
O001395,C00233,2025-04-23 04:09:48,DELIVERED,WEST
O001396,C00649,2025-05-10 18:48:58,DELIVERED,EAST
O001397,,2025-02-13 15:17:30,SHIPPED,EAST
O001398,C00471,03-12-2025 17:10:49,DELIVERED,WEST
O001399,C00552,2026-02-27 16:05:14,DELIVERED,SOUTH
O001400,,2025-08-28 21:52:45,SHIPPED,EAST
O001401,C00593,2026-02-08 11:17:53,RETURNED,WEST
O001402,C00744,2025-08-02 17:50:53,DELIVERED,EAST
O001403,C00473,2025-11-30 00:41:43,DELIVERED,WEST
O001404,C00610,2025-07-02 17:00:12,PLACED,EAST
O001405,C00416,2024-08-10 10:16:24,DELIVERED,EAST
O001406,C00003,2026-01-01 21:17:11,DELIVERED,EAST
O001407,C00237,2025-01-14 10:48:03,PLACED,SOUTH
O001408,C00450,2025-04-12 20:49:50,DELIVERED,EAST
O001409,C00211,2025-01-17 09:04:14,DELIVERED,WEST
O001410,C00200,2025-09-06 17:28:16,SHIPPED,SOUTH
O001411,C00754,2025-10-12 05:57:44,SHIPPED,EAST
O001412,C00615,2026-02-06 08:28:03,DELIVERED,WEST
O001413,C00236,2025-02-02 08:44:43,DELIVERED,SOUTH
O001414,C00031,2024-08-29 09:06:29,DELIVERED,WEST
O001415,C00802,2026-02-22 19:03:12,CANCELLED,NORTH
O001416,C00269,2025-10-29 00:47:00,DELIVERED,SOUTH
O001417,C00458,2025-07-28 17:55:50,SHIPPED,EAST
O001418,,2025-11-03 09:56:45,DELIVERED,WEST
O001419,C00260,2026-05-05 03:43:39,PLACED,SOUTH
O001420,,2025-09-01 05:33:27,DELIVERED,EAST
O001421,C00551,2025-05-17 23:44:06,RETURNED,NORTH
O001422,,2025-05-07 17:49:28,DELIVERED,NORTH
O001423,C00263,2024-10-05 22:42:07,DELIVERED,EAST
O001424,C00381,2026-07-13 19:19:47,DELIVERED,NORTH
O001425,C00913,2025-03-21 21:04:45,RETURNED,SOUTH
O001426,C00282,2024-09-12 14:53:49,SHIPPED,NORTH
O001427,C00681,2024-12-04 07:13:08,DELIVERED,SOUTH
O001428,C00581,2024-09-08 20:29:53,DELIVERED,EAST
O001429,C00149,2025-01-22 02:05:28,SHIPPED,SOUTH
O001430,C00636,2025-05-19 17:57:52,PLACED,EAST
O001431,C00907,2025-06-12 08:11:52,DELIVERED,EAST
O001432,C00775,2026-05-23 13:38:48,SHIPPED,WEST
O001433,C00506,2025-04-30 20:07:43,SHIPPED,EAST
O001434,C00270,2024-08-03 21:29:27,CANCELLED,SOUTH
O001435,C00570,2025-05-05 20:32:59,CANCELLED,EAST
O001436,,2026-02-27 11:11:52,DELIVERED,EAST
O001437,C00736,2026-03-02 16:24:45,CANCELLED,SOUTH
O001438,C00531,2026-01-23 20:52:03,PLACED,EAST
O001439,C00244,2026-02-17 22:25:51,SHIPPED,NORTH
O001440,C00291,2025-10-17 01:17:08,DELIVERED,WEST
O001441,C00423,2024-08-12 17:40:01,DELIVERED,SOUTH
O001442,C00314,2025-04-02 22:02:59,DELIVERED,EAST
O001443,C00965,2025-08-05 03:58:20,CANCELLED,WEST
O001444,C00150,2026-05-10 06:07:01,DELIVERED,WEST
O001445,C00397,2024-09-16 15:42:46,SHIPPED,EAST
O001446,,2025-07-09 19:15:14,CANCELLED,WEST
O001447,C00155,2026-06-15 01:37:48,DELIVERED,EAST
O001448,C00023,2025-09-04 20:50:26,SHIPPED,EAST
O001449,C00191,2026-07-10 03:43:15,CANCELLED,WEST
O001450,,2024-08-24 09:01:52,PLACED,WEST
O001451,C00274,2026-05-14 18:48:13,DELIVERED,NORTH
O001452,C00046,2024-07-20 05:40:50,DELIVERED,EAST
O001453,C00157,2024-12-03 12:35:55,SHIPPED,SOUTH
O001454,C00227,2024-10-09 22:32:41,DELIVERED,SOUTH
O001455,,2025-07-13 09:05:13,CANCELLED,WEST
O001456,C00792,2025-01-11 11:54:53,DELIVERED,SOUTH
O001457,C00886,2026-01-06 18:56:57,RETURNED,WEST
O001458,C00423,2025-06-21 06:10:03,PLACED,NORTH
O001459,C00798,2024-09-03 04:24:32,DELIVERED,SOUTH
O001460,,2026-01-17 18:17:45,SHIPPED,WEST
O001461,C00230,2026-04-17 03:57:50,DELIVERED,EAST
O001462,C00914,2024-10-06 21:49:09,SHIPPED,NORTH
O001463,C00758,2025-02-05 20:39:21,DELIVERED,WEST
O001464,,2024-11-22 05:52:44,DELIVERED,NORTH
O001465,,25-03-2026 16:38:13,DELIVERED,EAST
O001466,C00715,2024-11-22 12:16:56,DELIVERED,WEST
O001467,,2024-11-13 15:33:45,CANCELLED,WEST
O001468,C00485,2026-01-18 12:45:28,DELIVERED,WEST
O001469,C00315,2025-03-10 20:34:58,DELIVERED,NORTH
O001470,C00656,2024-12-12 22:01:51,PLACED,WEST
O001471,C00434,2024-09-05 13:49:03,DELIVERED,WEST
O001472,C00820,2026-02-25 16:15:48,DELIVERED,EAST
O001473,C00865,2026-05-04 05:13:40,DELIVERED,WEST
O001474,C00602,2025-10-26 14:13:59,PLACED,SOUTH
O001475,,2026-02-19 17:25:09,DELIVERED,EAST
O001476,C00154,2024-07-14 13:04:53,DELIVERED,WEST
O001477,C00095,2025-09-07 19:04:19,SHIPPED,SOUTH
O001478,C00713,23-05-2026 16:46:38,DELIVERED,NORTH
O001479,C00539,2024-09-29 10:38:56,DELIVERED,WEST
O001480,C00299,2025-11-24 19:35:24,PLACED,EAST
O001481,C00069,2025-09-28 07:59:16,PLACED,NORTH
O001482,C00106,2024-12-24 03:48:18,DELIVERED,EAST
O001483,C00985,2026-07-03 22:07:56,DELIVERED,EAST
O001484,,2024-09-04 05:07:52,DELIVERED,WEST
O001485,C00655,2025-05-29 16:00:29,DELIVERED,NORTH
O001486,C00223,2025-08-30 02:59:30,SHIPPED,SOUTH
O001487,C00260,2026-01-13 22:39:11,DELIVERED,WEST
O001488,C00668,2026-05-21 06:48:08,DELIVERED,WEST
O001489,C00811,2024-09-25 09:55:03,DELIVERED,WEST
O001490,C00448,2026-05-27 02:48:02,SHIPPED,WEST
O001491,C00591,2025-08-08 05:23:02,DELIVERED,WEST
O001492,C00667,2025-03-25 18:55:49,DELIVERED,WEST
O001493,C00941,2025-05-14 03:29:02,DELIVERED,WEST
O001494,C00012,2026-02-25 20:14:59,SHIPPED,EAST
O001495,C00360,2026-02-28 22:24:02,PLACED,NORTH
O001496,C00236,2025-09-25 16:36:08,DELIVERED,EAST
O001497,C00928,2025-03-12 17:18:46,DELIVERED,WEST
O001498,C00649,2024-11-04 13:43:25,CANCELLED,SOUTH
O001499,C00251,2025-12-04 15:14:25,DELIVERED,SOUTH
O001500,C00786,2026-02-28 17:54:13,SHIPPED,NORTH
O001501,C00564,2025-10-13 06:01:00,DELIVERED,EAST
O001502,,2024-07-26 05:28:27,SHIPPED,EAST
O001503,C00134,2025-11-25 22:01:09,DELIVERED,WEST
O001504,C00282,2026-03-06 17:30:41,DELIVERED,NORTH
O001505,C00340,2026-02-15 12:59:54,SHIPPED,WEST
O001506,C00691,2025-03-27 09:36:34,DELIVERED,WEST
O001507,C00077,2025-01-30 23:46:02,PLACED,EAST
O001508,C00716,2026-01-03 03:01:57,SHIPPED,SOUTH
O001509,,2025-04-22 10:00:08,DELIVERED,NORTH
O001510,C00685,2026-06-22 10:07:37,CANCELLED,EAST
O001511,C00015,2024-12-20 19:40:09,SHIPPED,EAST
O001512,C00495,2025-04-02 05:02:11,DELIVERED,NORTH
O001513,C00291,2025-04-29 01:17:26,DELIVERED,NORTH
O001514,C00254,2025-04-09 20:54:44,PLACED,NORTH
O001515,C00472,2024-12-18 21:06:44,DELIVERED,NORTH
O001516,,2024-11-30 09:34:20,SHIPPED,WEST
O001517,C00127,2024-11-02 06:31:02,DELIVERED,EAST
O001518,C00738,2025-07-25 10:44:26,DELIVERED,EAST
O001519,C00380,2025-07-05 01:14:04,DELIVERED,EAST
O001520,C00521,2026-06-16 06:02:48,DELIVERED,EAST
O001521,C00580,2026-03-06 16:12:39,DELIVERED,NORTH
O001522,C00576,2026-05-11 18:52:11,DELIVERED,SOUTH
O001523,C00881,2025-07-11 08:22:58,PLACED,WEST
O001524,C00228,2026-04-22 08:26:49,DELIVERED,WEST
O001525,C00059,2025-07-28 10:52:12,DELIVERED,EAST
O001526,C00947,2024-10-14 00:48:18,DELIVERED,EAST
O001527,C00505,2025-05-04 06:57:15,SHIPPED,NORTH
O001528,C00376,2024-12-28 02:34:34,RETURNED,NORTH
O001529,C00813,2026-01-03 07:18:48,CANCELLED,WEST
O001530,C00593,2025-06-30 12:12:20,PLACED,WEST
O001531,C00392,2025-06-29 16:05:51,CANCELLED,WEST
O001532,C00032,2026-02-14 20:13:50,DELIVERED,WEST
O001533,C00383,2026-06-26 09:43:29,DELIVERED,NORTH
O001534,C00078,2026-04-10 04:44:06,DELIVERED,WEST
O001535,C00069,2024-07-25 15:01:06,CANCELLED,NORTH
O001536,C00358,2025-11-21 19:32:03,CANCELLED,NORTH
O001537,,2025-03-02 05:45:37,DELIVERED,NORTH
O001538,C00944,2025-08-03 23:26:22,CANCELLED,WEST
O001539,C00461,2025-06-02 15:39:50,RETURNED,EAST
O001540,C00859,2025-08-21 03:21:47,CANCELLED,SOUTH
O001541,C00976,2025-06-29 00:17:29,CANCELLED,SOUTH
O001542,C00350,2025-12-14 03:33:10,DELIVERED,SOUTH
O001543,C00670,2026-06-27 15:11:32,SHIPPED,SOUTH
O001544,C00045,2024-08-08 00:27:44,SHIPPED,SOUTH
O001545,C00317,2025-04-29 15:34:55,DELIVERED,WEST
O001546,C00820,2024-07-20 08:30:36,DELIVERED,WEST
O001547,C00726,2026-02-18 14:16:00,SHIPPED,SOUTH
O001548,C00946,2024-09-23 21:04:12,PLACED,WEST
O001549,C00486,2025-08-11 22:05:36,DELIVERED,EAST
O001550,C00949,2025-11-27 20:13:38,DELIVERED,WEST
O001551,C00443,2025-04-21 10:13:44,SHIPPED,WEST
O001552,C00890,2026-05-28 09:35:42,DELIVERED,EAST
O001553,C00514,2024-10-13 06:25:41,DELIVERED,WEST
O001554,C00114,2025-09-28 13:27:15,DELIVERED,WEST
O001555,C00050,2024-07-17 13:52:19,DELIVERED,NORTH
O001556,C00836,2025-04-16 22:54:31,PLACED,EAST
O001557,C00507,2026-03-15 02:03:38,SHIPPED,SOUTH
O001558,C00971,2025-11-24 17:33:20,DELIVERED,SOUTH
O001559,,2025-02-05 11:12:18,DELIVERED,NORTH
O001560,C00296,2024-10-20 15:08:44,PLACED,SOUTH
O001561,C00876,2026-04-02 06:06:41,CANCELLED,WEST
O001562,C00372,2026-05-27 11:29:11,DELIVERED,NORTH
O001563,C00298,2024-12-25 08:59:56,DELIVERED,NORTH
O001564,C00473,2026-04-17 02:08:16,CANCELLED,EAST
O001565,C00488,2025-06-16 18:35:43,SHIPPED,SOUTH
O001566,C00341,2025-05-30 00:23:40,DELIVERED,EAST
O001567,C00837,2026-02-26 22:31:10,PLACED,SOUTH
O001568,,2024-12-23 15:06:28,DELIVERED,EAST
O001569,C00440,2024-09-09 14:50:14,DELIVERED,SOUTH
O001570,C00690,2025-05-22 03:36:17,SHIPPED,WEST
O001571,C00319,2025-09-27 21:34:58,DELIVERED,WEST
O001572,C00163,2025-07-13 08:11:53,DELIVERED,EAST
O001573,C00423,2026-03-26 07:20:50,DELIVERED,EAST
O001574,C00388,2025-08-22 14:43:12,DELIVERED,WEST
O001575,C00713,2024-10-25 02:25:54,DELIVERED,SOUTH
O001576,C00094,2024-12-21 15:10:11,DELIVERED,NORTH
O001577,C00251,2026-03-14 22:40:31,PLACED,EAST
O001578,C00218,2025-01-07 19:04:39,SHIPPED,SOUTH
O001579,C00673,2025-12-27 10:06:15,DELIVERED,EAST
O001580,C00044,2024-10-11 16:17:26,DELIVERED,EAST
O001581,C00086,2025-12-12 12:18:11,CANCELLED,WEST
O001582,C00454,2024-07-29 14:20:22,SHIPPED,WEST
O001583,C00459,2025-06-05 09:43:36,SHIPPED,EAST
O001584,C00348,2025-03-07 19:31:05,PLACED,SOUTH
O001585,C00029,2025-01-29 21:44:21,DELIVERED,NORTH
O001586,C00685,2026-01-17 21:02:14,DELIVERED,WEST
O001587,C00650,2026-06-14 11:25:54,DELIVERED,NORTH
O001588,C00931,2025-09-03 01:01:04,DELIVERED,NORTH
O001589,C00258,2025-07-06 16:29:48,SHIPPED,WEST
O001590,C00275,2026-02-02 01:00:35,DELIVERED,SOUTH
O001591,C00201,2026-01-05 18:59:44,SHIPPED,SOUTH
O001592,C00255,2025-03-01 17:04:39,CANCELLED,SOUTH
O001593,C00061,2026-06-20 13:15:43,SHIPPED,EAST
O001594,,2025-04-21 17:33:43,PLACED,EAST
O001595,C00301,2025-06-19 00:51:38,DELIVERED,EAST
O001596,C00418,2025-11-28 05:49:31,DELIVERED,EAST
O001597,C00930,2026-01-05 00:34:08,DELIVERED,EAST
O001598,C00226,2025-11-17 03:22:18,SHIPPED,EAST
O001599,C00963,2025-02-09 08:14:12,CANCELLED,WEST
O001600,,2026-03-15 05:36:35,CANCELLED,NORTH
O001601,C00792,2024-10-06 20:47:20,CANCELLED,EAST
O001602,C00002,2024-09-04 15:08:50,CANCELLED,WEST
O001603,C00064,2025-05-01 11:28:13,SHIPPED,NORTH
O001604,C00468,2026-05-20 00:54:47,DELIVERED,WEST
O001605,C00549,2024-07-17 18:03:14,PLACED,SOUTH
O001606,C00366,2025-11-04 21:12:18,DELIVERED,SOUTH
O001607,C00680,2025-05-28 05:29:18,PLACED,SOUTH
O001608,C00792,2026-03-09 19:13:12,CANCELLED,EAST
O001609,C00961,2026-01-28 18:36:49,DELIVERED,NORTH
O001610,C00873,2026-04-23 14:49:37,DELIVERED,WEST
O001611,C00039,2024-09-12 02:27:08,DELIVERED,NORTH
O001612,C00725,2026-06-05 05:05:50,SHIPPED,SOUTH
O001613,C00392,2026-03-22 15:52:33,PLACED,NORTH
O001614,C00620,2024-10-10 16:41:18,PLACED,SOUTH
O001615,C01000,2025-09-10 00:40:10,SHIPPED,WEST
O001616,C00257,2024-11-03 13:07:23,DELIVERED,EAST
O001617,C00319,2025-12-27 19:32:07,DELIVERED,SOUTH
O001618,C00431,2026-02-08 16:57:36,DELIVERED,WEST
O001619,,2025-03-05 09:02:09,DELIVERED,SOUTH
O001620,C00695,2026-04-14 03:15:07,DELIVERED,EAST
O001621,C00506,2024-09-22 01:47:50,DELIVERED,EAST
O001622,C00045,2026-04-05 06:58:34,SHIPPED,EAST
O001623,C00708,2024-09-29 23:41:17,DELIVERED,WEST
O001624,C00765,2026-04-06 14:02:03,DELIVERED,EAST
O001625,C00502,2025-12-09 20:08:25,DELIVERED,WEST
O001626,C00431,2025-03-14 21:26:46,DELIVERED,EAST
O001627,C00524,2025-08-22 04:35:24,PLACED,SOUTH
O001628,C00230,2024-12-26 00:50:23,SHIPPED,SOUTH
O001629,C00289,2024-07-23 12:41:44,PLACED,NORTH
O001630,C00297,2026-03-28 01:30:11,DELIVERED,NORTH
O001631,C00224,2025-05-25 01:22:05,DELIVERED,WEST
O001632,,2025-03-19 02:11:03,DELIVERED,EAST
O001633,C00402,2026-04-05 18:40:31,DELIVERED,SOUTH
O001634,C00649,2026-05-27 08:17:02,DELIVERED,EAST
O001635,C00849,2025-03-25 10:33:45,DELIVERED,WEST
O001636,C00291,2026-04-11 19:00:54,DELIVERED,SOUTH
O001637,C00924,2024-11-28 08:02:08,DELIVERED,EAST
O001638,C00759,2025-10-26 01:04:11,DELIVERED,NORTH
O001639,C00725,2024-10-14 07:33:58,DELIVERED,WEST
O001640,,2026-01-08 00:44:22,DELIVERED,NORTH
O001641,,2026-02-25 04:37:45,DELIVERED,SOUTH
O001642,C00676,2025-11-27 19:04:15,DELIVERED,WEST
O001643,C00991,2026-05-20 10:58:42,DELIVERED,NORTH
O001644,C00604,2025-09-18 22:18:40,DELIVERED,NORTH
O001645,C00093,2025-08-12 13:03:40,DELIVERED,NORTH
O001646,C00911,2025-10-17 15:43:52,SHIPPED,WEST
O001647,C00568,2024-10-28 15:16:56,CANCELLED,WEST
O001648,C00043,2025-07-10 04:30:15,DELIVERED,SOUTH
O001649,C00862,2026-02-24 20:08:13,SHIPPED,EAST
O001650,C00224,2025-05-02 18:53:04,PLACED,NORTH
O001651,C00229,2024-10-28 12:02:50,PLACED,WEST
O001652,C00516,19-01-2025 16:54:13,DELIVERED,WEST
O001653,C00425,2025-04-04 07:33:26,SHIPPED,SOUTH
O001654,C00534,2024-10-27 13:02:27,DELIVERED,SOUTH
O001655,C00378,2025-09-10 02:10:58,DELIVERED,SOUTH
O001656,C00182,2025-06-06 01:37:23,DELIVERED,EAST
O001657,C00740,2026-01-08 05:18:45,DELIVERED,SOUTH
O001658,C00688,2024-12-25 08:10:04,DELIVERED,WEST
O001659,C00455,2026-06-24 14:36:53,RETURNED,SOUTH
O001660,C00093,2026-07-12 15:10:04,DELIVERED,NORTH
O001661,C00088,2024-07-16 11:06:34,SHIPPED,SOUTH
O001662,C00594,2026-01-23 21:33:48,DELIVERED,WEST
O001663,C00929,2025-08-12 18:50:34,DELIVERED,SOUTH
O001664,C00405,2026-05-24 15:35:34,SHIPPED,NORTH
O001665,C00827,2025-03-31 05:55:35,DELIVERED,SOUTH
O001666,C00241,2025-09-27 14:58:30,DELIVERED,EAST
O001667,C00858,2024-07-15 01:29:54,PLACED,WEST
O001668,C00429,2026-04-26 12:38:37,DELIVERED,NORTH
O001669,C00182,2025-04-19 14:07:34,DELIVERED,EAST
O001670,C00678,2025-07-03 06:10:08,DELIVERED,WEST
O001671,C00204,2025-12-06 11:26:50,SHIPPED,EAST
O001672,C00170,2026-02-25 14:20:21,SHIPPED,NORTH
O001673,C00622,2025-06-20 11:04:41,DELIVERED,SOUTH
O001674,C00705,2025-07-22 10:58:09,SHIPPED,WEST
O001675,C00696,2025-11-19 05:35:43,DELIVERED,EAST
O001676,C00841,2026-02-02 22:51:36,DELIVERED,NORTH
O001677,C00264,2026-06-20 16:46:27,DELIVERED,WEST
O001678,C00214,2025-04-24 04:34:46,PLACED,SOUTH
O001679,,2025-10-03 01:48:34,SHIPPED,SOUTH
O001680,C00683,2025-09-23 15:35:51,DELIVERED,SOUTH
O001681,C00640,2025-07-14 16:48:44,DELIVERED,WEST
O001682,C00615,2025-11-04 16:29:06,PLACED,EAST
O001683,C00881,2025-11-15 23:25:00,DELIVERED,NORTH
O001684,C00945,2024-08-02 19:01:28,DELIVERED,EAST
O001685,C00328,2025-01-14 16:36:36,PLACED,NORTH
O001686,C00852,2024-12-08 04:03:28,DELIVERED,EAST
O001687,C00713,2026-02-06 20:06:44,DELIVERED,NORTH
O001688,C00262,2026-07-10 12:28:08,PLACED,EAST
O001689,C00883,2024-09-04 08:37:40,PLACED,WEST
O001690,C00313,2025-02-10 08:27:37,DELIVERED,SOUTH
O001691,C00521,2025-10-29 02:55:03,SHIPPED,WEST
O001692,C00763,2025-07-12 05:55:58,DELIVERED,WEST
O001693,C00419,2025-12-01 23:32:30,RETURNED,WEST
O001694,C00706,2025-10-05 22:24:08,PLACED,EAST
O001695,C00931,2025-10-28 21:19:20,DELIVERED,WEST
O001696,C00406,2025-03-08 03:14:41,RETURNED,EAST
O001697,C00680,2025-08-19 11:25:37,DELIVERED,WEST
O001698,C00446,2025-06-08 18:51:21,DELIVERED,SOUTH
O001699,C00076,2026-05-25 09:33:56,SHIPPED,NORTH
O001700,C00137,31-05-2025 12:11:49,DELIVERED,EAST
O001701,C00604,2025-01-06 19:45:46,CANCELLED,SOUTH
O001702,C00078,2025-02-04 01:06:54,DELIVERED,NORTH
