item_id,order_id,product_id,quantity,unit_price,discount_percent
I0001584,O000532,P0193,5,2595.38,38.8
I0001585,O000532,P0467,5,3734.87,34.45
I0001586,O000533,P0391,4,4218.07,39.71
I0001587,O000533,P0113,3,43320.46,23.06
I0001588,O000533,P0413,2,3034.4,43.76
I0001589,O000534,P0469,2,1830.52,6.13
I0001590,O000534,P0201,5,10767.89,35.46
I0001591,O000534,P0087,4,73159.76,19.54
I0001592,O000534,P0488,3,1350.68,42.65
I0001593,O000534,P0286,3,34257.17,23.18
I0001594,O000535,P0004,5,146544.38,43.46
I0001595,O000535,P0106,2,106197.39,24.34
I0001596,O000535,P0168,3,10114.47,12.0
I0001597,O000536,P0468,5,2527.41,24.14
I0001598,O000536,P0326,5,23147.51,34.02
I0001599,O000536,P0081,5,46569.03,26.44
I0001600,O000537,P0243,5,2815.37,22.82
I0001601,O000537,P0235,3,4176.6,31.35
I0001602,O000537,P0197,1,1173.16,46.45
I0001603,O000537,P0357,5,19311.89,41.74
I0001604,O000537,P0483,2,1601.01,32.6
I0001605,O000538,P0294,4,13415.63,2.39
I0001606,O000538,P0160,1,5895.2,40.72
I0001607,O000539,P0169,1,1731.11,26.7
I0001608,O000539,P0155,5,1967.89,11.74
I0001609,O000539,P0335,4,14530.96,27.25
I0001610,O000539,P0434,-2,3368.45,16.44
I0001611,O000539,P0469,2,1518.85,6.49
I0001612,O000540,P0409,2,1611.66,14.44
I0001613,O000540,P0245,5,1458.74,3.81
I0001614,O000541,P0470,1,3376.59,25.02
I0001615,O000541,P0123,5,98894.06,33.4
I0001616,O000542,P0473,5,2099.17,4.32
I0001617,O000543,P0395,3,3759.68,21.62
I0001618,O000544,P0013,4,37389.64,16.11
I0001619,O000544,P0180,3,3111.77,22.65
I0001620,O000545,P0117,4,43931.06,29.73
I0001621,O000545,P0254,5,30774.39,23.67
I0001622,O000545,P0012,5,69451.62,17.04
I0001623,O000546,P0056,1,41324.64,49.92
I0001624,O000547,P0223,4,2736.51,1.14
I0001625,O000548,P0120,1,50315.79,16.69
I0001626,O000548,P0211,1,3790.02,40.02
I0001627,O000548,P0423,2,785.0,38.03
I0001628,O000549,P0211,3,4117.81,46.54
I0001629,O000549,P0340,3,28649.96,32.89
I0001630,O000549,P0493,3,1457.38,4.72
I0001631,O000549,P0450,-5,1951.68,2.13
I0001632,O000549,P0137,3,1870.24,7.94
I0001633,O000550,P0045,4,33534.83,8.47
I0001634,O000551,P0394,2,2420.01,21.49
I0001635,O000551,P0150,5,9349.69,26.39
I0001636,O000551,P0202,3,1479.58,20.58
I0001637,O000551,P0183,5,3256.65,42.81
I0001638,O000551,P0099,1,105103.63,30.26
I0001639,O000552,P0292,1,6389.5,35.55
I0001640,O000552,P0485,2,646.06,36.56
I0001641,O000552,P0180,4,3380.24,47.97
I0001642,O000552,P0337,-5,30128.63,5.54
I0001643,O000552,P0242,1,8114.07,22.35
I0001644,O000553,P0364,2,17177.04,19.46
I0001645,O000553,P0357,2,18882.62,33.12
I0001646,O000553,P0331,4,21040.46,2.45
I0001647,O000553,P0310,1,19844.48,39.07
I0001648,O000554,P0147,3,946.43,23.66
I0001649,O000554,P0182,5,1348.64,15.16
I0001650,O000554,P0388,2,1710.62,13.78
I0001651,O000555,P0234,4,7550.47,25.48
I0001652,O000555,P0397,2,2181.38,26.1
I0001653,O000555,P0174,1,11858.19,39.97
I0001654,O000555,P0109,-4,178985.26,44.24
I0001655,O000556,P0288,-5,19094.63,16.37
I0001656,O000556,P0384,5,3352.15,24.05
I0001657,O000556,P0475,2,867.15,38.21
I0001658,O000556,P0396,3,2568.79,9.97
I0001659,O000557,P0487,3,1300.82,23.57
I0001660,O000557,P0259,2,5902.42,21.54
I0001661,O000558,P0310,4,27542.41,3.63
I0001662,O000558,P0415,5,2603.24,36.9
I0001663,O000559,P0145,4,7257.36,46.18
I0001664,O000559,P0209,5,12753.41,39.55
I0001665,O000559,P0032,5,111410.03,12.06
I0001666,O000559,P0158,4,7623.32,32.86
I0001667,O000559,P0476,1,593.47,49.61
I0001668,O000560,P0192,4,5202.72,37.67
I0001669,O000561,P0022,2,85915.95,8.97
I0001670,O000561,P0284,2,9574.72,3.06
I0001671,O000562,P0327,2,36322.23,7.95
I0001672,O000562,P0296,-4,14582.31,26.65
I0001673,O000562,P0068,4,108303.28,10.59
I0001674,O000562,P0208,2,4304.73,34.98
I0001675,O000563,P0166,2,939.31,33.03
I0001676,O000563,P0268,2,11239.73,30.55
I0001677,O000563,P0300,4,31409.14,10.71
I0001678,O000563,P0216,1,5992.65,38.63
I0001679,O000564,P0084,4,98259.95,35.62
I0001680,O000564,P0442,2,1740.56,43.79
I0001681,O000564,P0346,2,11820.02,42.92
I0001682,O000564,P0244,5,6140.7,27.61
I0001683,O000564,P0013,3,31847.54,13.06
I0001684,O000565,P0488,5,1623.94,21.11
I0001685,O000566,P0108,1,191401.74,34.54
I0001686,O000567,P0396,2,3171.92,21.95
I0001687,O000568,P0441,3,2135.85,45.71
I0001688,O000568,P0180,3,3445.26,4.25
I0001689,O000568,P0009,2,144415.12,23.84
I0001690,O000569,P0390,4,2621.29,23.37
I0001691,O000569,P0214,1,6038.15,13.06
I0001692,O000569,P0465,2,2307.08,4.43
I0001693,O000570,P0220,5,9371.71,33.07
I0001694,O000570,P0295,3,10851.86,28.84
I0001695,O000570,P0407,1,456.13,23.49
I0001696,O000571,P0155,5,1920.12,13.39
I0001697,O000571,P0346,1,16514.54,12.64
I0001698,O000571,P0257,5,1983.37,26.46
I0001699,O000571,P0277,1,6991.11,48.11
I0001700,O000571,P0136,2,3731.29,44.02
I0001701,O000572,P0235,2,3715.39,20.0
I0001702,O000572,P0293,3,5434.15,32.26
I0001703,O000573,P0065,5,62974.84,48.04
I0001704,O000573,P0433,3,2386.54,41.1
I0001705,O000573,P0239,3,1451.57,7.83
I0001706,O000574,P0366,5,6247.92,47.96
I0001707,O000574,P0004,1,165726.33,15.39
I0001708,O000574,P0015,3,111674.48,48.0
I0001709,O000575,P0202,3,1061.9,30.5
I0001710,O000575,P0474,1,959.11,14.48
I0001711,O000575,P0013,1,34857.14,10.23
I0001712,O000576,P0282,2,16826.28,4.5
I0001713,O000576,P0311,5,33858.09,43.93
I0001714,O000576,P0253,1,27877.58,9.93
I0001715,O000576,P0014,5,178414.5,24.63
I0001716,O000577,P0032,5,94665.74,48.09
I0001717,O000578,P0470,2,2927.4,40.53
I0001718,O000579,P0258,4,9353.26,24.87
I0001719,O000579,P0386,3,3854.39,48.02
I0001720,O000580,P0460,1,1552.48,40.43
I0001721,O000580,P0195,5,12334.49,5.44
I0001722,O000581,P0122,2,128905.62,10.78
I0001723,O000581,P0108,5,143001.19,22.56
I0001724,O000582,P0235,5,5101.91,2.14
I0001725,O000582,P0210,3,2195.69,16.87
I0001726,O000583,P0391,4,2904.6,2.11
I0001727,O000583,P0054,2,76087.08,44.25
I0001728,O000584,P0112,3,60635.87,47.64
I0001729,O000585,P0181,1,8895.09,21.22
I0001730,O000585,P0285,5,24335.29,10.54
I0001731,O000585,P0134,5,4379.25,48.16
I0001732,O000585,P0140,1,13796.16,0.25
I0001733,O000585,P0165,5,12775.33,17.13
I0001734,O000586,P0286,3,25872.51,5.12
I0001735,O000586,P0410,3,2247.72,30.28
I0001736,O000587,P0414,4,512.37,8.28
I0001737,O000588,P0405,5,1339.96,37.3
I0001738,O000588,P0396,4,2851.76,7.26
I0001739,O000588,P0419,3,2734.81,28.44
I0001740,O000589,P0354,2,19718.66,40.35
I0001741,O000589,P0483,2,1490.35,48.46
I0001742,O000590,P0491,1,2477.47,44.58
I0001743,O000590,P0177,4,5879.96,28.08
I0001744,O000590,P0460,2,1323.94,33.51
I0001745,O000590,P0458,5,1747.06,44.93
I0001746,O000591,P0376,1,3180.8,28.31
I0001747,O000591,P0428,4,3673.11,42.45
I0001748,O000591,P0468,2,3486.98,27.23
I0001749,O000591,P0461,2,2165.85,39.18
I0001750,O000592,P0394,1,2904.2,7.29
I0001751,O000592,P0345,2,30332.66,16.84
I0001752,O000592,P0437,1,1949.9,13.35
I0001753,O000592,P0388,5,1646.47,38.66
I0001754,O000593,P0239,1,1386.63,30.02
I0001755,O000594,P0195,1,13480.68,16.74
I0001756,O000595,P0254,3,24605.91,36.89
I0001757,O000596,P0124,1,60460.05,13.99
I0001758,O000596,P0357,1,16124.57,29.94
I0001759,O000597,P0135,2,3271.59,4.6
I0001760,O000597,P0024,4,37534.95,46.14
I0001761,O000597,P0064,1,97089.1,46.62
I0001762,O000597,P0080,1,35968.36,19.86
I0001763,O000597,P0362,5,10861.19,48.51
I0001764,O000598,P0113,3,47058.91,23.36
I0001765,O000598,P0161,1,8438.45,49.81
I0001766,O000599,P0346,5,13358.92,23.39
I0001767,O000599,P0064,5,88745.87,6.06
I0001768,O000600,P0226,3,5950.2,14.7
I0001769,O000600,P0433,1,1739.6,13.77
I0001770,O000600,P0408,1,2866.41,12.51
I0001771,O000600,P0268,1,11746.33,46.38
I0001772,O000600,P0403,4,3674.9,25.67
I0001773,O000601,P0087,2,90686.11,20.99
I0001774,O000602,P0332,2,3527.07,8.86
I0001775,O000602,P0452,3,1665.84,28.62
I0001776,O000602,P0348,4,2724.62,39.28
I0001777,O000602,P0119,5,96663.3,20.14
I0001778,O000602,P0225,1,1425.3,20.13
I0001779,O000603,P0175,4,1141.45,42.03
I0001780,O000604,P0434,3,3393.11,5.25
I0001781,O000605,P0085,2,73695.47,22.84
I0001782,O000605,P0102,5,73479.52,26.71
I0001783,O000605,P0055,3,54582.4,27.09
I0001784,O000605,P0256,5,963.98,6.34
I0001785,O000605,P0206,1,6317.14,47.57
I0001786,O000606,P0366,3,6367.46,36.77
I0001787,O000606,P0215,5,1998.78,4.2
I0001788,O000607,P0419,3,2318.38,27.2
I0001789,O000608,P0346,4,17080.96,3.17
I0001790,O000608,P0494,4,1097.89,19.22
I0001791,O000608,P0267,2,9309.9,21.82
I0001792,O000609,P0349,3,11824.95,32.18
I0001793,O000609,P0412,2,2034.92,44.15
I0001794,O000609,P0464,3,2038.36,36.38
I0001795,O000609,P0407,3,574.63,1.53
I0001796,O000609,P0137,1,2574.05,8.8
I0001797,O000610,P0321,2,2899.32,14.71
I0001798,O000610,P0157,2,3018.42,26.64
I0001799,O000611,P0184,4,7387.81,34.03
I0001800,O000611,P0034,3,41120.17,36.12
I0001801,O000611,P0413,4,4340.69,19.45
I0001802,O000612,P0272,2,2221.14,5.31
I0001803,O000613,P0236,5,1402.25,34.01
I0001804,O000614,P0007,4,84864.71,9.96
I0001805,O000615,P0163,3,10874.13,5.38
I0001806,O000615,P0484,3,686.51,8.68
I0001807,O000615,P0175,5,1542.96,23.79
I0001808,O000615,P0488,5,1860.95,22.37
I0001809,O000616,P0229,1,7241.41,22.83
I0001810,O000616,P0177,5,7954.19,34.8
I0001811,O000616,P0307,5,10034.86,36.63
I0001812,O000617,P0007,2,115064.2,27.87
I0001813,O000617,P0319,4,26384.58,43.2
I0001814,O000617,P0060,5,49554.66,22.49
I0001815,O000617,P0011,4,94413.14,6.91
I0001816,O000618,P0319,3,25367.16,14.4
I0001817,O000618,P0281,5,21365.33,45.52
I0001818,O000618,P0094,1,50364.72,16.61
I0001819,O000619,P0023,2,127818.96,32.13
I0001820,O000619,P0500,1,2316.9,3.46
I0001821,O000619,P0418,1,2247.87,26.09
I0001822,O000619,P0379,4,2619.12,5.02
I0001823,O000619,P0282,3,15110.4,30.85
I0001824,O000620,P0206,4,5175.52,20.66
I0001825,O000620,P0150,1,12136.47,49.24
I0001826,O000620,P0191,2,1396.02,47.49
I0001827,O000620,P0399,1,3753.42,8.64
I0001828,O000621,P0433,3,1710.09,36.91
I0001829,O000622,P0009,1,155096.09,20.2
I0001830,O000622,P0162,1,3014.77,9.03
I0001831,O000622,P0014,3,154575.08,37.34
I0001832,O000623,P0060,2,44561.26,38.78
I0001833,O000623,P0174,4,11855.44,12.05
I0001834,O000623,P0036,1,103226.9,9.08
I0001835,O000624,P0097,5,95065.23,47.83
I0001836,O000624,P0499,1,523.46,28.83
I0001837,O000625,P0107,5,66374.82,27.66
I0001838,O000625,P0039,2,145640.82,32.67
I0001839,O000625,P0221,2,5640.23,27.01
I0001840,O000626,P0457,2,921.48,47.09
I0001841,O000626,P0147,5,979.38,28.88
I0001842,O000627,P0202,2,1214.09,8.1
I0001843,O000628,P0460,3,1759.71,47.29
I0001844,O000628,P0396,5,2430.05,40.62
I0001845,O000628,P0345,1,30996.2,36.46
I0001846,O000628,P0296,1,13346.29,44.17
I0001847,O000629,P0094,2,56461.68,43.93
I0001848,O000629,P0296,5,13736.43,26.75
I0001849,O000629,P0136,1,4408.42,39.52
I0001850,O000630,P0320,5,27824.36,17.34
I0001851,O000630,P0193,2,3455.08,28.53
I0001852,O000630,P0391,-1,3093.52,28.86
I0001853,O000630,P0498,5,2058.51,4.62
I0001854,O000630,P0260,2,7345.44,36.75
I0001855,O000631,P0331,5,19849.47,2.42
I0001856,O000632,P0355,4,18767.38,5.76
I0001857,O000632,P0349,1,14082.35,5.23
I0001858,O000632,P0327,2,33552.04,1.6
I0001859,O000632,P0405,2,1292.48,46.28
I0001860,O000633,P0228,2,3644.68,26.81
I0001861,O000633,P0270,2,31818.72,40.56
I0001862,O000633,P0325,5,33373.33,14.1
I0001863,O000633,P0006,1,129530.45,27.92
I0001864,O000633,P0070,4,63214.03,16.86
I0001865,O000634,P0460,3,1693.17,3.3
I0001866,O000634,P0299,1,5489.01,33.35
I0001867,O000634,P0322,5,35850.62,29.17
I0001868,O000635,P0129,3,7460.91,38.13
I0001869,O000635,P0232,2,7858.46,47.08
I0001870,O000635,P0092,-2,124111.92,46.51
I0001871,O000635,P0277,4,6686.65,23.97
I0001872,O000635,P0372,5,2078.97,29.95
I0001873,O000636,P0042,3,56648.15,5.35
I0001874,O000636,P0420,3,1286.99,41.39
I0001875,O000637,P0102,1,83548.32,20.28
I0001876,O000638,P0114,4,121228.37,17.4
I0001877,O000638,P0058,3,59496.44,12.3
I0001878,O000638,P0480,4,1277.45,40.5
I0001879,O000639,P0451,-2,1567.28,39.63
I0001880,O000640,P0371,1,37555.97,40.62
I0001881,O000640,P0102,3,61717.34,1.52
I0001882,O000640,P0477,1,3456.51,23.17
I0001883,O000640,P0214,2,7261.56,5.08
I0001884,O000640,P0190,1,2467.82,3.99
I0001885,O000641,P0116,1,115170.59,28.26
I0001886,O000641,P0357,2,18891.15,33.82
I0001887,O000642,P0167,2,12810.06,38.85
I0001888,O000642,P0141,5,12397.73,45.97
I0001889,O000642,P0335,4,17711.88,44.48
I0001890,O000643,P0108,1,156277.35,20.74
I0001891,O000644,P0256,5,805.42,45.7
I0001892,O000644,P0145,-1,9204.3,29.28
I0001893,O000644,P0426,5,2991.38,41.03
I0001894,O000644,P0422,5,3137.52,31.55
I0001895,O000645,P0498,5,1574.7,29.48
I0001896,O000645,P0164,5,6426.47,19.75
I0001897,O000645,P0087,5,77139.72,11.18
I0001898,O000646,P0288,4,19074.17,7.42
I0001899,O000647,P0387,4,779.33,48.35
I0001900,O000647,P0133,5,1857.43,45.6
I0001901,O000647,P0009,5,112928.55,35.57
I0001902,O000648,P0031,2,62297.09,42.05
I0001903,O000648,P0215,1,2573.86,12.97
I0001904,O000648,P0498,5,2162.96,11.76
I0001905,O000648,P0413,5,3825.48,44.25
I0001906,O000648,P0239,5,1184.04,5.6
I0001907,O000649,P0466,1,2981.14,48.53
I0001908,O000649,P0461,4,2202.24,6.91
I0001909,O000649,P0086,1,101400.83,17.8
I0001910,O000649,P0442,5,1783.16,49.14
I0001911,O000649,P0429,5,2539.53,26.95
I0001912,O000650,P0210,2,1648.04,29.78
I0001913,O000650,P0024,1,35436.1,46.71
I0001914,O000651,P0397,4,2404.07,46.51
I0001915,O000651,P0221,4,4048.96,2.16
I0001916,O000651,P0263,3,23064.25,45.24
I0001917,O000651,P0188,1,5266.68,17.73
I0001918,O000652,P0386,4,4126.03,23.01
I0001919,O000652,P0447,4,2857.28,44.24
I0001920,O000652,P0361,4,11158.94,30.49
I0001921,O000653,P0173,-4,9180.11,5.11
I0001922,O000654,P0374,5,9830.01,38.93
I0001923,O000655,P0343,4,34436.4,37.64
I0001924,O000655,P0107,4,59601.06,1.1
I0001925,O000655,P0240,1,3933.31,49.94
I0001926,O000656,P0383,4,3041.77,35.99
I0001927,O000656,P0166,1,1079.34,2.19
I0001928,O000657,P0098,3,127909.54,13.11
I0001929,O000657,P0038,5,54412.99,1.58
I0001930,O000657,P0044,2,133690.82,39.38
I0001931,O000658,P0469,2,1950.19,28.66
I0001932,O000658,P0353,5,37700.43,47.82
I0001933,O000658,P0207,1,10164.73,27.56
I0001934,O000658,P0113,1,47872.95,20.68
I0001935,O000658,P0122,1,169653.56,31.13
I0001936,O000659,P0194,4,7909.29,15.58
I0001937,O000659,P0222,5,10240.07,44.63
I0001938,O000659,P0370,1,10508.96,48.94
I0001939,O000659,P0375,1,4663.9,36.12
I0001940,O000659,P0344,2,26660.04,23.89
I0001941,O000660,P0017,2,70036.44,38.56
I0001942,O000661,P0015,5,105426.71,2.79
I0001943,O000661,P0384,-4,2898.97,32.8
I0001944,O000661,P0165,5,9814.49,26.52
I0001945,O000661,P0485,5,481.79,46.03
I0001946,O000661,P0413,4,3351.62,45.15
I0001947,O000662,P0415,1,3573.09,15.74
I0001948,O000662,P0251,3,11570.38,26.88
I0001949,O000663,P0332,2,3445.53,12.9
I0001950,O000663,P0344,4,27610.66,42.71
I0001951,O000663,P0232,2,9058.19,14.46
I0001952,O000663,P0333,1,9660.11,30.41
I0001953,O000664,P0201,2,13857.82,39.91
I0001954,O000664,P0310,4,22784.09,32.83
I0001955,O000665,P0310,1,27325.96,25.17
I0001956,O000666,P0289,4,25999.57,24.06
I0001957,O000667,P0412,1,1716.11,6.75
I0001958,O000667,P0130,4,11056.35,31.93
I0001959,O000667,P0336,4,1840.84,45.98
I0001960,O000667,P0026,1,113765.64,36.77
I0001961,O000668,P0273,5,7355.97,8.44
I0001962,O000668,P0024,3,28886.02,6.4
I0001963,O000668,P0064,5,84491.89,16.21
I0001964,O000668,P0496,3,2705.06,47.5
I0001965,O000669,P0433,2,1724.81,7.0
I0001966,O000669,P0368,2,24330.82,22.37
I0001967,O000670,P0267,2,8293.34,32.08
I0001968,O000670,P0168,2,7121.34,43.38
I0001969,O000670,P0482,5,3704.96,40.98
I0001970,O000670,P0314,4,26619.24,27.15
I0001971,O000671,P0119,4,102388.93,11.48
I0001972,O000672,P0230,1,7031.04,39.39
I0001973,O000673,P0139,3,850.62,12.72
I0001974,O000673,P0332,3,3006.23,41.29
I0001975,O000673,P0489,2,1286.4,34.42
I0001976,O000673,P0093,4,153853.15,35.23
I0001977,O000674,P0438,5,2546.74,48.02
I0001978,O000674,P0434,5,3984.93,36.77
I0001979,O000675,P0449,3,3103.99,41.88
I0001980,O000675,P0322,1,31596.3,6.88
I0001981,O000675,P0246,4,6887.72,43.09
I0001982,O000676,P0447,4,2419.45,28.4
I0001983,O000676,P0267,1,7639.77,32.3
I0001984,O000676,P0447,5,2588.76,40.85
I0001985,O000676,P0443,5,1550.22,43.35
I0001986,O000676,P0332,1,3166.66,10.6
I0001987,O000677,P0042,4,45766.3,2.27
I0001988,O000677,P0155,1,2447.34,33.57
I0001989,O000677,P0473,5,2011.57,35.74
I0001990,O000677,P0491,-1,2135.12,14.77
I0001991,O000677,P0351,3,28097.36,3.09
I0001992,O000678,P0321,5,2869.39,13.82
I0001993,O000678,P0102,5,63063.52,15.47
I0001994,O000678,P0101,5,178981.66,4.88
I0001995,O000678,P0462,1,2252.43,0.85
I0001996,O000678,P0289,4,17468.39,40.87
I0001997,O000679,P0085,4,82009.09,21.1
I0001998,O000679,P0105,1,115212.43,19.65
I0001999,O000679,P0023,3,119252.85,4.51
I0002000,O000679,P0053,2,63498.53,22.35
I0002001,O000680,P0252,5,34615.81,27.41
I0002002,O000680,P0252,3,33875.37,36.28
I0002003,O000680,P0417,5,2729.73,30.35
I0002004,O000681,P0002,5,118202.93,24.26
I0002005,O000681,P0042,5,39057.98,40.14
I0002006,O000681,P0484,4,759.89,3.88
I0002007,O000681,P0457,4,814.25,29.74
I0002008,O000682,P0336,5,1936.73,19.01
I0002009,O000682,P0058,3,69925.54,0.29
I0002010,O000682,P0339,5,23489.02,3.64
I0002011,O000682,P0210,4,1984.25,48.58
I0002012,O000682,P0397,1,1969.5,35.3
I0002013,O000683,P0322,1,33438.43,47.0
I0002014,O000683,P0452,4,1540.64,30.16
I0002015,O000683,P0398,4,2523.69,22.46
I0002016,O000684,P0187,3,7903.7,15.95
I0002017,O000684,P0435,5,4154.06,7.08
I0002018,O000684,P0409,3,1165.75,28.73
I0002019,O000685,P0392,1,1444.05,6.8
I0002020,O000685,P0278,4,11589.04,45.98
I0002021,O000685,P0364,5,21781.28,39.38
I0002022,O000686,P0112,2,82031.97,3.62
I0002023,O000686,P0149,5,1961.95,18.66
I0002024,O000686,P0150,4,11882.05,47.15
I0002025,O000686,P0057,1,119981.3,48.74
I0002026,O000687,P0142,3,2028.28,39.7
I0002027,O000688,P0076,1,56227.75,35.03
I0002028,O000689,P0349,2,14905.81,20.66
I0002029,O000689,P0150,5,12218.53,20.61
I0002030,O000690,P0290,2,17156.91,4.13
I0002031,O000690,P0440,1,3439.66,7.69
I0002032,O000690,P0450,5,1622.2,34.23
I0002033,O000690,P0192,1,4071.84,48.54
I0002034,O000691,P0413,4,3545.67,13.65
I0002035,O000691,P0271,5,14462.06,22.39
I0002036,O000692,P0116,2,169582.65,45.39
I0002037,O000692,P0394,3,2311.86,2.37
I0002038,O000692,P0465,3,2464.26,46.35
I0002039,O000693,P0410,2,2277.11,0.49
I0002040,O000693,P0460,1,1391.26,38.28
I0002041,O000694,P0350,1,6950.35,23.13
I0002042,O000694,P0084,5,77681.99,49.31
I0002043,O000695,P0127,1,3731.09,45.97
I0002044,O000695,P0378,3,3546.24,34.93
I0002045,O000696,P0009,1,135519.21,40.62
I0002046,O000697,P0150,3,12326.81,16.99
I0002047,O000697,P0375,4,5274.46,24.62
I0002048,O000697,P0009,4,159445.26,23.18
I0002049,O000697,P0384,5,3370.15,37.16
I0002050,O000697,P0369,3,28735.25,33.32
I0002051,O000698,P0360,5,821.28,6.3
I0002052,O000698,P0281,1,17540.11,25.32
I0002053,O000699,P0481,3,3197.98,8.71
I0002054,O000699,P0489,5,1233.21,12.18
I0002055,O000700,P0337,5,27441.06,0.96
I0002056,O000700,P0432,5,844.48,41.21
I0002057,O000700,P0411,1,2990.94,21.96
I0002058,O000700,P0497,3,2845.91,12.08
I0002059,O000701,P0268,3,12509.77,49.33
I0002060,O000701,P0431,-2,2593.5,22.92
I0002061,O000701,P0320,2,22710.5,8.03
I0002062,O000701,P0048,3,120980.51,10.63
I0002063,O000701,P0091,4,106121.47,19.56
I0002064,O000702,P0081,2,55633.17,3.49
I0002065,O000702,P0488,1,1757.45,44.62
I0002066,O000703,P0306,3,29015.46,45.14
I0002067,O000703,P0464,1,2084.34,39.73
I0002068,O000703,P0103,5,74193.39,33.92
I0002069,O000703,P0081,4,56031.44,28.13
I0002070,O000703,P0398,5,2786.6,43.04
I0002071,O000704,P0309,2,19655.86,7.07
I0002072,O000704,P0150,3,9324.39,12.79
I0002073,O000704,P0430,4,3455.95,6.3
I0002074,O000704,P0234,4,7173.11,42.09
I0002075,O000705,P0180,2,4429.86,26.22
I0002076,O000705,P0279,1,1973.79,36.14
I0002077,O000705,P0191,3,1484.99,38.64
I0002078,O000705,P0428,5,3653.34,16.62
I0002079,O000705,P0344,5,25678.82,15.65
I0002080,O000706,P0434,3,3436.74,38.28
I0002081,O000707,P0044,5,174137.05,15.55
I0002082,O000707,P0125,1,52546.13,6.91
I0002083,O000708,P0256,2,703.62,12.6
I0002084,O000708,P0123,3,139219.06,32.74
I0002085,O000709,P0476,5,643.9,33.66
I0002086,O000709,P0495,1,3422.86,48.93
I0002087,O000709,P0092,3,111899.49,10.95
I0002088,O000709,P0378,2,2949.68,17.96
I0002089,O000709,P0277,2,5379.59,18.65
I0002090,O000710,P0075,-2,153388.97,2.87
I0002091,O000710,P0109,5,197183.97,22.85
I0002092,O000710,P0269,3,3594.47,30.56
I0002093,O000710,P0173,2,7424.28,1.15
I0002094,O000711,P0156,3,4908.25,43.03
I0002095,O000711,P0490,2,1620.42,10.91
I0002096,O000711,P0348,1,3828.01,37.09
I0002097,O000711,P0096,3,52431.26,8.11
I0002098,O000712,P0202,3,1202.92,48.49
I0002099,O000712,P0231,4,6019.9,44.55
I0002100,O000712,P0024,4,31797.07,7.65
I0002101,O000712,P0004,5,160618.95,18.08
I0002102,O000712,P0195,3,13310.58,39.16
I0002103,O000713,P0152,5,679.16,32.36
I0002104,O000713,P0216,4,5716.56,42.33
I0002105,O000714,P0354,5,15741.63,7.57
I0002106,O000714,P0450,5,1779.44,47.75
I0002107,O000714,P0430,5,3781.99,29.71
I0002108,O000715,P0476,5,539.63,10.05
I0002109,O000715,P0388,3,1837.19,36.01
I0002110,O000715,P0419,3,3084.68,9.33
I0002111,O000715,P0315,3,29803.26,11.79
I0002112,O000715,P0283,2,6701.11,40.76
I0002113,O000716,P0408,1,3534.47,18.49
I0002114,O000716,P0465,4,2091.6,34.49
I0002115,O000716,P0482,3,3858.1,20.07
I0002116,O000716,P0231,3,6434.47,45.81
I0002117,O000717,P0491,4,2658.79,25.14
I0002118,O000717,P0087,1,89923.61,6.32
I0002119,O000717,P0235,2,4111.72,26.77
I0002120,O000717,P0427,1,2764.09,46.84
I0002121,O000718,P0487,3,1334.75,42.21
I0002122,O000718,P0159,2,1229.58,0.68
I0002123,O000718,P0438,3,2377.38,35.87
I0002124,O000719,P0073,5,191037.2,7.87
I0002125,O000719,P0216,4,6006.91,15.84
I0002126,O000719,P0311,3,38568.58,22.64
I0002127,O000719,P0185,4,1380.08,11.3
I0002128,O000719,P0147,-1,904.25,36.54
I0002129,O000720,P0257,5,1673.44,18.14
I0002130,O000721,P0099,1,102260.3,48.24
I0002131,O000721,P0040,1,48940.11,17.07
I0002132,O000721,P0354,2,16978.95,22.65
I0002133,O000721,P0051,5,144627.41,20.34
I0002134,O000722,P0314,4,27284.07,46.38
I0002135,O000722,P0332,3,3119.72,49.2
I0002136,O000723,P0469,3,2139.71,9.74
I0002137,O000723,P0164,-4,5048.41,48.38
I0002138,O000724,P0183,2,3443.52,17.29
I0002139,O000725,P0250,3,4702.34,30.77
I0002140,O000725,P0336,2,1448.4,7.54
I0002141,O000726,P0071,3,79147.86,34.67
I0002142,O000727,P0130,4,11268.18,27.56
I0002143,O000728,P0331,4,18637.09,6.23
I0002144,O000728,P0117,4,40868.17,47.61
I0002145,O000729,P0309,3,15387.24,20.13
I0002146,O000729,P0238,2,3814.47,6.55
I0002147,O000729,P0428,2,4270.95,49.11
I0002148,O000729,P0028,2,21786.73,35.6
I0002149,O000730,P0421,2,3417.6,2.86
I0002150,O000730,P0458,2,1725.79,49.65
I0002151,O000731,P0411,1,2649.96,2.77
I0002152,O000731,P0107,4,71809.36,5.23
I0002153,O000732,P0308,3,5036.92,3.59
I0002154,O000732,P0035,4,33357.51,25.44
I0002155,O000732,P0493,3,1520.36,41.41
I0002156,O000732,P0039,4,160399.59,15.69
I0002157,O000732,P0384,3,2927.98,15.92
I0002158,O000733,P0070,1,86180.18,17.11
I0002159,O000734,P0047,3,174870.43,40.24
I0002160,O000734,P0241,1,3462.95,6.85
I0002161,O000734,P0038,3,69871.72,33.33
I0002162,O000734,P0224,1,11596.92,4.8
I0002163,O000734,P0207,1,8560.85,10.09
I0002164,O000735,P0190,5,2739.46,3.71
I0002165,O000736,P0143,4,6673.76,47.96
